id,author,bookName
1,Thomas Jefferson,The Declaration of Independence of the United States of America
10002,William Hope Hodgson,The House on the Borderland
10003,Mary King Waddington,"My First Years As A Frenchwoman, 1876-1879"
10007,J. Sheridan LeFanu,Carmilla
1001,Dante Alighieri,"Divine Comedy, Inferno"
10010,William Hayley,The Eulogies of Howard
10012,John Muir,The Mountains of California
1002,Dante Alighieri,"Divine Comedy, Purgatory"
10021,Ada Leverson,Tenterhooks
10023,Charles S. Brooks,There's Pippins And Cheese To Come
10025,Fannie Hurst,Gaslight Sonatas
10027,Harold Avery,The Triple Alliance
10029,William Magnay,The Hunt Ball Mystery
1003,Dante Alighieri,"Divine Comedy, Paradise"
10037,Edith Ferguson Black,A Beautiful Possibility
10038,Elizabeth Robins,The Magnetic North
1004,Dante Alighieri,"Divine Comedy, Complete"
10041,James Branch Cabell,The Rivet in Grandfather's Neck
10044,William Wood,The Father of British Canada: A Chronicle of Carleton
10045,H. Irving Hancock,Dave Darrin's Second Year at Annapolis
10046,John Buchan,Salute to Adventurers
10048,Janet D. Wheeler,Billie Bradley and Her Inheritance
10049,Margaret O. Wilson Oliphant,Old Lady Mary
1005,Dante Alighieri,"Divine Comedy, Hell"
10050,Margaret O. Wilson Oliphant,A Little Pilgrim
10051,Margaret O. Wilson Oliphant,Little Pilgrim: Further Experiences
10052,Margaret O. Wilson Oliphant,"The Open Door, and the Portrait"
10059,Edith Van Dyne,Aunt Jane's Nieces on Vacation
1006,Dante Alighieri,"Divine Comedy, Purgatory"
10060,Thomas H. Huxley,Discourses
10064,Jeffery Farnol,Beltane The Smith
10065,James M. Beck,The Constitution of the United States
10066,Max Brand,Gunman's Reckoning
10067,Burton Egbert Stevenson,The Mystery Of The Boule Cabinet
1007,Dante Alighieri,"Divine Comedy, Paradise"
10070,Edward Eggleston,Stories of Great Americans for Little Americans
10076,Harold Bindloss,Lister's Great Adventure
1008,Dante Alighieri,"Divine Comedy, Complete"
10081,Robert L. Drake,The Boy Allies at Jutland
10083,Anna Katharine Green,The House of the Whispering Pines
10084,James Oliver Curwood,Kazan
10086,James Otis,The Minute Boys of the Mohawk Valley
10093,George MacDonald,The History of Gutta-Percha Willie
10094,Burton Egbert Stevenson,A Soldier of Virginia
10095,Richard Garnett,"The Twilight of the Gods, and Other Tales"
10096,Euripides,The Trojan Women
10097,Edward Carpenter,The Healing of Nations and the Hidden Sources of Their Strife
10099,Mrs. Humphry Ward,Towards The Goal
10100,John Nichol,Byron
10101,W. H. Hudson,A Little Boy Lost
10102,William Le Queux,The Czar's Spy
10110,Louis Tracy,The Postmaster's Daughter
10111,Kate Dickinson Sweetser,Boys and Girls from Thackeray
10115,Alice Morse Earle,"Two Centuries of Costume in America, Vol. 1 (1620-1820)"
10116,Charles Kingsley,All Saints' Day and Other Sermons
10118,T. F. Thiselton-Dyer,The Folk-lore of Plants
10120,Edward Hutton,England of My Heart - Spring
10122,Robert Graves,Fairies and Fusiliers
10123,Edith Van Dyne,Aunt Jane's Nieces
10124,Edith Van Dyne,Aunt Jane's Nieces and Uncle John
10126,Edwin Waugh,Home-Life of the Lancashire Factory Folk during the Cotton Famine
1013,H. G. Wells,The First Men In The Moon
10132,Henry Seton Merriman,The Sowers
1014,B. M. Bower,The Lure of the Dim Trails
10141,William Cullen Bryant,"A Discourse on the Life, Character and Writings of Gulian Crommelin Verplanck"
10142,Johanna Spyri,Maezli
10143,Sir Owen Seaman,"Punch, Vol. 153, July 11, 1917, ed"
10148,Howard Pyle,The Merry Adventures of Robin Hood
10149,James Fenimore Cooper,Home as Found
1015,"Francis Parkman, Jr.",The Oregon Trail
10150,Bram Stoker,Dracula's Guest
10157,Billy Murray ],"Audio: Which Switch is the Switch, Miss, for Ipswich?"
10159,Walter Raleigh,England and the War
10162,Cassius Dio,"Dio's Rome, Vol. III"
1017,Oscar Wilde,The Soul of Man Under Socialism
1018,Charles Kingsley,The Water-Babie
10191,Cal Stewart,Audio: Fourth of July at Punkin Center
102,Mark Twain (Samuel Clemens),The Tragedy of Pudd'nhead Wilson
1020,Amy Lowell,Sword Blades and Poppy Seed
10201,Zane Grey,The Desert of Wheat
10206,Thomas A. Edison,Audio: The Liver Complaint Story
10207,William Jennings Bryan,Audio: The Railroad Question
10209,Thomas A. Edison,Audio: Electricity and Progress
1021,Vachel Lindsay,The Congo and Other Poems
10210,Randall Parrish,Wolves of the Sea
10211,Lawrence J. Leslie,At Whispering Pine Lodge
10212,George W. Peck,Peck's Bad Boy at the Circus
10213,Jackson Gregory,The Everlasting Whisper
10214,Thomas Taylor,Introduction to the Philosophy and Writings of Plato
10216,Marietta Holley,Poems
1022,Henry David Thoreau,Walking
10220,Howard R. Garis,Daddy Takes Us Skating
10221,Nellie L. McClung,Purple Springs
10224,Mary F. Nixon-Roulet,"Kalitan, Our Little Alaskan Cousin"
10226,Marshall Saunders,Beautiful Joe
1023,Charles Dickens,Bleak House
10234,George Washington Cable,Old Creole Days
10237,Thomas A. Edison,"Audio: Siegel-Myers School of Music, Vocal Record F"
10238,Thomas A. Edison,Audio: Ediphone School Record No. 2
1024,Robert Louis Stevenson and Lloyd Osbourne,The Wrecker
10240,Losey's Orchestra,Audio: Plaque No. 1
10241,Losey's Orchestra,Audio: Plaque No. 2
10242,Losey's Orchestra,Audio: Plaque No. 6
10251,Charles Kingsley,Town Geology
10254,Thomas A. Watson,Audio: The Birth of the Telephone
10267,Captain Quincy Allen,The Outdoor Chums
10268,Carolyn Wells,Patty at Home
1027,Zane Grey,The Lone Star Ranger
1029,Jack London,The Night-Born
10295,Fisk University Jubilee Quartette,Audio: The Band of Gideon
10296,Fisk University Jubilee Quartette,"Audio: Swing Low, Sweet Chariot"
103,Jules Verne,Around the World in 80 Days
10305,Billy Murray ],Audio: Alexander's Ragtime Band
10309,Arthur Sullivan ],Audio: The Lost Chord
1031,Oscar Wilde,Charmides and Other Poems
10310,Arthur Sullivan ],Audio: After Dinner Toast at Little Menlo
10311,Thomas A. Edison,Audio: Around the World on the Phonograph
10316,Percy Keese Fitzhugh,Roy Blakeley's Adventures in Camp
10317,Alice Emerson,Betty Gordon at Boarding School
10318,William Godwin,Damon and Delia
10319,H. Irving Hancock,Dave Darrin's Third Year at Annapolis
1032,Henry James,The Pupil
10320,Sophie May,Dotty Dimple at Play
10323,Edward Stratemeyer,The Rover Boys at College
10324,Max Brand,Bull Hunter
10325,Charles Kingsley,The Gospel of the Pentateuch
10326,Charles Kingsley,David
10327,Louis Joseph Vance,Alias The Lone Wolf
10328,Walter R. Cassels,Poems
1033,Kate Douglas Wiggin,Rose O' the River
10330,Emile Zola,Fruitfulness
10333,G. Lowes Dickinson,The European Anarchy
10339,Jules Verne,An Antarctic Mystery
1034,Wilfred Owen,Poems
10340,William O. Stoddard,Dab Kinzer
10341,Various ],"Great Events by Famous Historians, Volume 21"
10342,Henry Seton Merriman,The Velvet Glove
10343,Charles Lamb,"The Works of Charles and Mary Lamb, Vol. 2: Elia"
10348C,Roger McGuinn ] ],Audio: Go to Sea Once More
1035,Edwin Arlington Robinson,The Man Against the Sky
10350,Samuel Johnson,"The Works of Samuel Johnson, Volume 6"
10351,Samuel Johnson,"The Works of Samuel Johnson, Volume 10"
10352,Samuel Johnson,"The Works of Samuel Johnson, Volume 11"
10355,James Richardson,"Travels in Morocco, Volume 1"
10356,James Richardson,"Travels in Morocco, Volume 2"
10357,Boswell,"Life Of Johnson, Volume 4 of 6"
10358,Harry Leon Wilson,The Boss of Little Arcady
10359,Edith Van Dyne,Aunt Jane's Nieces at Millville
1036,Henry Lawson,Joe Wilson and His Mates
10360,Louisa M. Alcott,Kitty's Class Day And Other Stories
10361,Thomas Troward,The Creative Process in the Individual
10363,J. Fenimore Cooper,The Bravo
10364,Charles Kingsley,Yeast: A Problem
10365,James Fenimore Cooper,Precaution
10366,Mahatma Gandhi,Freedom's Battle
10368,Frank R. Stockton,The Vizier of the Two-Horned Alexander
10370,John R. Musick,Sustained honor
10371,E. Phillips Oppenheim,The Cinema Murder
10372,Horace Annesley Vachell,Bunch Grass
10373,J.S. Fletcher,The Middle Temple Murder
10375,George MacDonald,England's Antiphon
10376,Zitkala-Sa,American Indian stories
10377,J. Sheridan Le Fanu,The Evil Guest
10378,John Stuart Mill,Autobiography
10379,Charles Garvice,At Love's Cost
1038,Walter Raleigh,Style
10381,Victor Hugo,The History of a Crime
10386,Thomas Clarkson,Thoughts On The Necessity Of Improving The Condition Of The Slaves In The British Colonies
10387,John R. Musick,"The Real America in Romance, Volume 6; A Century Too Soon "
10389,William J. Long,"Northern Trails, Book I"
1039,David Livingstone,Missionary Travels and Researches in South Africa
10390,Thomas Troward,The Edinburgh Lectures on Mental Science
10391,Stanley Waterloo,The Wolf's Long Howl
10393,Edgar A. Guest,Making the House a Home
10394,Howard Pyle,Stolen Treasure
10395,Henry van Dyke,Joy and Power
10397,Burton E. Stevenson,Affairs of State
10399,Joseph Edmund Collins,The Story of Louis Riel: The Rebel Chief
1040,Edwin Arlington Robinson,The Three Taverns
10402,Frederic Stewart Isham,A Man and His Money
10404,William MacLeod Raine,Man Size
1041,William Shakespeare,Shakespeare's Sonnets
10412,National Promenade Band,Audio: El Choclo Tango
10415,National Promenade Band,Audio: Nights of Gladness
10417,Elbert Hubbard,"Love, Life & Work"
10418,Jeffery Farnol,The Money Moon
1042,George Meredith,A Reading of Life
10421,John Galt,The Life of Lord Byron
10422,Talbot Mundy,Caesar Dies
10423,George Hamilton Green,Audio: Triplets
10424,George Hamilton Green,Audio: Caprice Viennois
10427,Charles Kingsley,Scientific Essays and Lectures
10429,Zona Gale,Miss Lulu Bett
1043,Joseph McCabe,The Story of Evolution
10432,Edith Van Dyne,Aunt Jane's Nieces Out West
10433,Nora Perry,A Flock of Girls and Boys
10434,James Fenimore Cooper,Wyandotte
10436,Johanna Spyri,Erick and Sally
10437,Mary Baker Eddy,Pulpit and Press
10438,Isabel Ecclestone Mackay,Up the Hill and Over
1044,Mark Twain,Extract from Captain Stormfield's Visit to Heaven
10440,Arthur Train,Tutt and Mr. Tutt
10441,Robert W. Chambers,The Green Mouse
10443,J. S. Fletcher,The Rayner-Slade Amalgamation
10446,Arthur Conan Doyle,The Green Flag
10447,Richard Le Gallienne,October Vagabonds
10449,Homer Greene,Burnham Breaker
1045,William Shakespeare,Venus and Adonis
10450,Sir Owen Seaman,"Punch, Vol. 153, Aug. 22, 1917, ed"
10451,James Boswell,"Boswell's Life Of Johnson, Volume 5"
10453,Albert F. Blaisdell,A Practical Physiology
10455,Mrs. Lawrence Turnbull,A Golden Book of Venice
10457,Richard Le Gallienne,The Lonely Dancer and Other Poems
10458,Gustave Flaubert,Three short works
10459,W. B. Yeats,The Celtic Twilight
1046,H. G. Wells,God The Invisible King
10460,Edgar A. Guest,When Day is Done
10462,Samuel Richardson,"Clarissa, Volume 4 of 9"
10463,Ethel Cook Eliot,The Little House in the Fairy Wood
10465,Laura Lee Hope,The Outdoor Girls of Deepdale
10466,Frances Hodgson Burnett,Little Saint Elizabeth and Other Stories
10468,Edith Van Dyne,Aunt Jane's Nieces in Society
10469,L. Leslie Brooke,Johnny Crow's Garden
1047,Herbert George Wells,The New Machiavelli
10470C,Roger McGuinn,Audio: Nine Hundred Miles
10473,William Patterson White,The Heart of the Range
10474,Bennet Copplestone,The Lost Naval Papers
10476,R. Austin Freeman,The Vanishing Man
10477,John Lord,"Beacon Lights of History, Volume I"
10478,John Lord,"Beacon Lights of History, Volume II"
1048,Henry van Dyke,The Ruling Passion
10482,William A. Alcott,The Young Mother
10483,C. Alphonso Smith,"Short Stories Old and New, Selected and Edite"
10484,John Lord,"Beacon Lights of History, Volume III"
10485,Elihu Root,Experiments in Government and the Essentials of the Constitution
10486C,Roger McGuinn,Audio: Twelve Gates to the City
10487C,Roger McGuinn,Audio: Alabama Bound
10488C,Roger McGuinn,Audio: Away in a Manger
10490,Henry Wadsworth Longfellow,The Golden Legend
10493,A. B. Paterson,The Old Bush Songs
10496,Louis Joseph Vance,Red Masquerade
10497C,Roger McGuinn,Audio: Battle Hymn of the Republic
10498C,Roger McGuinn,Audio: Ain' No Mo' Cane on De Brazis
10499C,Roger McGuinn,Audio: Delia's Gone
105,Jane Austen,Persuasion
1050,George Bernard Shaw,Dark Lady of the Sonnets
10500C,Roger McGuinn,Audio: Heave Away
10501C,Roger McGuinn,Audio: The Whale Catchers
10503C,Roger McGuinn,Audio: John Henry
10504C,Roger McGuinn,Audio: Liverpool Gals
10505C,Roger McGuinn,Audio: Waltzing Matilda
10509,Ethel May Dell,The Bars of Iron
1051,Thomas Carlyle,Sartor Resartus
10513,R. Cadwallader Smith,On the Seashore
10516,Helen Hunt Jackson,Bits About Home Matters
10518,John Hay,Poems
10519,Helen Hunt Jackson,Mercy Philbrick's Choice
10521,F. Marion Crawford,The Primadonna
10522,John Lord,"Beacon Lights of History, Volume IV"
10523,Euripides,Alcestis
10524C,Roger McGuinn,Audio: We Wish You a Merry Christmas
10525C,Roger McGuinn,Audio: Michael Row the Boat Ashore
10526C,Roger McGuinn,Audio: Nancy Whiskey
10527C,Roger McGuinn,Audio: On the Banks of the Ohio
10528C,Roger McGuinn,Audio: I Heard the Bells on Christmas Day
10529C,Roger McGuinn,Audio: I am a Pilgrim
1053,Joseph Conrad,Within The Tides
10530C,Roger McGuinn,Audio: Ride Railroad Bill
10531,John Lord,"Beacon Lights of History, Volume V"
10532,John Lord,"Beacon Lights of History, Volume VI"
10533,John Lord,"Beacon Lights of History, Volume VII"
10534,E. Phillips Oppenheim,The Double Traitor
10537,E. Phillips Oppenheim,The Governors
10538,George A. Birmingham,Hyacinth
1054,Andrew Lang,A Collection of Ballads
10540,Kate Douglas Wiggin,Mother Carey's Chickens
10541,Augusta Stevenson,Children's Classics In Dramatic Form
10542,William Hope Hodgson,"The Boats of the ""Glen Carrig"""
10545,James Fenimore Cooper,The Sea Lions
10546,Henryk Sienkiewicz,So Runs the World
10547,Jules Verne,Topsy-Turvy
10548,Arthur Thomas Quiller-Couch,The Westcotes
1055,Joseph Conrad,Twixt Land & Sea
10551,Talbot Mundy,Affair in Araby
10552,Percy Keese Fitzhugh,Roy Blakeley
10554,P. G. Wodehouse,"Right Ho, Jeeves"
10556,Baroness Orczy,The Old Man in the Corner
10557,L. Leslie Brooke,Johnny Crow's Party
10558C,William Makepeace Thackeray,Audio: Vanity Fair
10559C,Robert Louis Stevenson,Audio: Ballads
1056,Jack London,Martin Eden
10560,John Esten Cooke,The Last of the Foresters
10561,W.W. Jacobs,Fine Feathers
10562,W.W. Jacobs,Friends In Need
10563,W.W. Jacobs,Good Intentions
10564,W.W. Jacobs,Fairy Gold
10565,W.W. Jacobs,Watch-Dogs
10566,W.W. Jacobs,The Bequest
10567,W.W. Jacobs,The Guardian Angel
10568,W.W. Jacobs,Dual Control
10569,W.W. Jacobs,Skilled Assistance
1057,Oscar Wilde,Poems
10570,W.W. Jacobs,For Better or Worse
10571,W.W. Jacobs,The Old Man of the Sea
10572,W.W. Jacobs,Manners Makyth Man
10573,W. W. Jacobs,"Ship's Company, Complete"
10574,David Hume,"The History of England, Volume I"
10575,E. Phillips Oppenheim,The Profiteers
10576,John Luther Langworthy,The Aeroplane Boys Flight
10578,George MacDonald,A Hidden Life and Other Poems
10579,Vance Barnum,Joe Strong The Boy Fire-Eater
1058,Joseph Conrad,The Mirror of the Sea
10580,Enrico Ferri,The Positive School of Criminology
10581,Arthur Conan Doyle,Uncle Bernac
10584,Charles Amory Beach,Air Service Boys Over the Atlantic
10585,Guy Boothby,My Strangest Case
10586,P. G. Wodehouse,Mike and Psmith
1059,H. G. Wells,The World Set Free
10591,H. Clay Trumbull,A Lie Never Justifiable
10592,David Grayson,Adventures In Friendship
10593,David Grayson,Great Possessions
10594,Sir Owen Seaman,"Punch, Vol. 153, Sept. 12, 1917, ed"
10595,Sir Owen Seaman,"Punch, Vol. 153, Sept. 19, 1917, ed"
10597,William Godwin,Four Early Pamphlets
10598,Cibber,The Lives of the Poets of Great Britain and Ireland 
10599,Roy J. Snell,Lost In The Air
106,Edgar Rice Burroughs,Jungle Tales of Tarzan
1060,Andrew Lang,Grass of Parnassus
10600,Robert Kerr,"Voyages and Travels, Vol. 1"
10601,Max Brand,The Rangeland Avenger
10602,Edmund Spenser,"The Poetical Works of Edmund Spenser, Volume 5"
10605,David Grayson,Adventures In Contentment
10606,George MacDonald,"The Tragedie of Hamlet, Prince of Denmark"
10609,William J. Long,English Literature
1061,John Fiske,Myths and Myth-Makers
10613,Brooks Adams,The Theory of Social Revolutions
10614,Sir Owen Seaman,"Punch, Vol. 153, Sept. 5, 1917, ed"
10615,John Locke ],"An Essay Concerning Humane Understanding, Volume I."
10616,John Locke ],"An Essay Concerning Humane Understanding, Volume II."
10617,R. Cadwallader Smith,Within the Deep
10622,Cibber,The Lives of the Poets of Great Britain and Ireland 
10623,Susan Glaspell,Play
10624,Algernon Blackwood,Three John Silence Stories
10627,John Lord,"Beacon Lights of History, Volume VIII"
10629,Spenser Wilkinson,Britain at Bay
1063,Edgar Allan Poe,The Raven
10630,Frances Ridley Havergal,Coming to the King
10632,Florence Daniel,"The Healthy Life Cook Book, 2d ed."
10634,Randolph Caldecott,"Queen of Hearts, and Sing a Song for Sixpence"
1064,Edgar Allan Poe,The Masque of the Red Deat
10640,John Lord,"Beacon Lights of History, Volume IX"
10641,John Lord,"Beacon Lights of History, Volume X"
10642,Ralph Adams Cram,Towards the Great Peace
10644,John Lord,"Beacon Lights of History, Volume XI"
10645C,Roger McGuinn,Audio: Go Tell Aunt Rhodie
10646C,Roger McGuinn ],Audio: Roddy McCorley
10647,John Lord,"Beacon Lights of History, Volume XII"
10648,John Lord,"Beacon Lights of History, Volume XIII"
10649,John Lord,"Beacon Lights of History, Volume XIV"
1065,Edgar Allan Poe,The Cask of Amontillado
10650C,Roger McGuinn,Audio: When the Saints Go Marching In
10651C,Roger McGuinn,Audio: Shenandoah
10652C,Roger McGuinn ],Audio: Spanish is the Loving Tongue
10653C,Roger McGuinn,Audio: The Squid-Jigging Ground
10654C,Roger McGuinn,Audio: The St. James Infirmary Blues
10658,Arnold Bennett,Hilda Lessways
10659,Algernon Blackwood,Three More John Silence Stories
1066,Edward Augustus Freeman,William the Conqueror
10662,William Hope Hodgson,The Night Land
10663,Sir Owen Seaman,"Punch, Vol. 153, Sept. 26, 1917, Ed"
10667,Percival Christopher Wren,Snake and Sword
10669,Charles Kingsley,At Last
1067,Ulysses S. Grant,"Personal Memoirs of U. S. Grant, Vol. 1"
10670,Ernest Alfred Vizetelly,With Zola in England
10671,Erasmus Darwin,The Botanic Garden. Part II.
10676,Jose Rizal,The Reign of Greed
10679,Henry van Dyke,The Story of the Other Wise Man
1068,Ulysses S. Grant,"Personal Memoirs of U. S. Grant, Vol. 2"
10688,Hildegard G. Frey,The Campfire Girls at Camp Keewaydin
1069,Emile Zola,Nana and Other Stories
10690,Old Sleuth,A Desperate Chance
10692,John Esten Cooke,A Life of Gen. Robert E. Lee
10696,James Oliver Curwood,The Danger Trail
10698,John Luther Langworthy,The Aeroplane Boys on the Wing
107,Thomas Hardy,Far from the Madding Crowd
10701,Theodor Mommsen,"The History of Rome, v1"
10702,Theodor Mommsen,"The History Of Rome, v2"
10703,Theodor Mommsen,"The History Of Rome, v3"
10704,Theodor Mommsen,"The History Of Rome, Book IV"
10705,Theodor Mommsen,"The History Of Rome, Book V"
10706,Theodor Mommsen,The History of Rome 
10707,William J. Locke,A Christmas Mystery
10708,Thomas de Quincey,Miscellaneous Essays
10709,M.P. Shiel,Prince Zaleski
10710,John A. Hobson,Problems of Poverty
10711,Sir Owen Seaman,"Punch, Vol. 153, Oct. 3, 1917, Ed"
10712,Herman Melville,White Jacket
10714,Arthur Schopenhauer,The Art of Literature
10715,Arthur Schopenhauer,Counsels and Maxims
10716,Lascelles Abercrombie,The Epic
10718,William Le Queux,The House of Whispers
10720,Emile Zola,Doctor Pascal
10721,Sir Owen Seaman,"Punch, Vol. 153, Oct. 10, 1917, Ed"
10723,Harriet Beecher Stowe,"Betty's Bright Idea, etc."
10724,"Horatio Alger, Jr.",The Store Boy
10725,Ralph Chaplin,The Centralia Conspiracy
10728,Mrs. O. F. Walton,"Christie, the King's Servant"
10729,"Horatio Alger, Jr.",Jack's Ward
10735,"John Fox, Jr.",Christmas Eve on Lonesome and Other Stories
10736,Jack London,Children of the Frost
10737,Rufus Merrill,Book about Animals
10739,Arthur Schopenhauer,The Essays Of Arthur Schopenhauer
1074,Jack London,The Sea Wolf
10740,James Allen,The Way of Peace
10744,Elizabeth Stuart Phelps,"Men, Women, and Ghosts"
10745,Howard Pyle,The Story of the Champions of the Round Table
10747,Edmond Rostand,Chantecler
1075,Jack London,The Strength of the Strong
10750,Virna Sheard,The Miracle and Other Poems
10755,A. E. W. Mason,The Broken Road
10756,Helen Hunt Jackson,Between Whiles
10757C,Roger McGuinn,Audio: Pretty Saro
10758C,Roger McGuinn ] ],Audio: Star-Spangled Banner
10759C,Roger McGuinn,Audio: Tarrytown
1076,Ernest Bramah,The Wallet of Kai Lung
10760,Bradford Torrey,A Florida Sketch-Book
10761,Robert Louis Stevenson,Essays of Robert Louis Stevenson
10762,George Eliot,Impressions of Theophrastus Such
10767,J. M. Barrie,Courage
10769,E. V. Lucas,A Wanderer in Florence
1077,Ernest Bramah,The Mirror of Kong Ho
10772,Hiram Bingham,Inca Land
10776,Victor Appleton,The Moving Picture Boys at Panama
1078,Joseph A. Altsheler,The Scouts of the Valley
10781,W.W. Jacobs,Deserted
10782,W.W. Jacobs,Homeward Bound
10783,W.W. Jacobs,Self-Help
10784,W.W. Jacobs,Sentence Deferred
10785,W.W. Jacobs,Matrimonial Openings
10786,W.W. Jacobs,Odd Man Out
10787,W.W. Jacobs,The Toll-House
10788,W.W. Jacobs,Peter's Pence
10789,W.W. Jacobs,The Head of The Family
1079,Laurence Sterne,"The Life and Opinions of Tristram Shandy, Gentleman"
10790,W.W. Jacobs,Prize Money
10791,W.W. Jacobs,Double Dealing
10792,W.W. Jacobs,Keeping Up Appearances
10793,W. W. Jacobs,Sailors' Knots
10795,Gordon Home,Yorkshire--Coast & Moorland Scenes
10796,John R. Bolles,The Story of the Two Bulls
10798,Irvin S. Cobb,Paths of Glory
10799,Samuel Richardson,"Clarissa, Volume 5 (of 9)"
108,Arthur Conan Doyle,The Return of Sherlock Holmes
1080,Jonathan Swift,A Modest Proposal
10801,Samuel Taylor Coleridge,"Coleridge's Literary Remains, Volume 4."
10802,Project Gutenberg,10K Special DVD Image
10804,Eliza Fowler Haywood,The Fortunate Foundlings
10806,Lord Dunsany,The Sword of Welleran and Other Stories
1081,Nikolai Vasilievich Gogol,Dead Souls
10812,Richard Le Gallienne,The Worshipper of the Image
10813,Mary Stuart Boyd,A Versailles Christmas-Tide
10815,James D. Richardson,Messages and Papers of the Presidents: Harrison
10816,Alfred Crowquill,The Giant Hands
10817,May Sinclair,Anne Severn and the Fieldings
1082,Nathaniel H. Bishop,Voyage of The Paper Canoe
10827,Niccolo Machiavelli,Discourses on the First Decade of Titus Livius
10828,Titus Livius,"Roman History, Books I-III"
1083,Joseph Conrad,The Arrow of Gold
10832,William Hope Hodgson,"Carnacki, The Ghost Finder"
10843,Robert M. Yerkes,The Mental Life of Monkeys and Apes
10846,Frederic William Farrar,Seekers after God
10847,Francis Beaumont and John Fletcher,The Maids Tragedy
1085,Thomas Carlyle,The Life of John Sterling
10850,Francis Beaumont and John Fletcher,Philaster
10851,Lamb,"The Works of Charles and Mary Lamb, Vol. 6: Letters 1821-1842"
10855,Alfred Russel Wallace,Is Mars Habitable?
10858,Richardson,Messages and Papers of the Presidents: Andrew Jackson
1086,Mark Twain,A Horse's Tale
10865,William Archer,Play-Making
10868,Romain Rolland,Clerambault
10869,Wadsworth Camp,The Abandoned Room
10870,Gelett Burgess,Are You A Bromide?
10871,W.W. Jacobs,"At Sunwich Port, Part 1."
10872,W.W. Jacobs,"At Sunwich Port, Part 2."
10873,W.W. Jacobs,"At Sunwich Port, Part 3."
10874,W.W. Jacobs,"At Sunwich Port, Part 4."
10875,W.W. Jacobs,"At Sunwich Port, Part 5."
10876,W. W. Jacobs,"At Sunwich Port, Complete"
10877,Edgcumbe Staley,The Tragedies of the Medici
1088,Ernest Thompson Seton,Rolf In The Woods
10880,Amy Le Feuvre,Teddy's Button
10881,E. F. Benson,Crescent and Iron Cross
10882,James Branch Cabell,The Eagle's Shadow
10883,Cassius Dio,"Dio's Rome, Vol. 4"
10884,Samuel Smiles,A Publisher and His Friends
10885,Leigh Hunt,Stories from the Italian Poets
10886,Max Brand,The Untamed
1089,Jack London,Moon-Face and Other Stories
10890,Cassius Dio,"Dio's Rome, Volume V., Books 61-76 "
10891,Egerton R. Young,Algonquin Indian Tales
10892,H. Rider Haggard,Dawn
10897,Algernon Blackwood,The Wendigo
109,Edna St. Vincent Millay,Renascence and Other Poems
1090,Jonathan Swift,The Bickerstaff-Partridge Papers
10901,Annie Hamilton Donnell,Three Young Knights
10903,Sir Owen Seaman,"Punch, Vol. 153, Oct. 17, 1917, Ed"
10904,Burt L. Standish,Frank Merriwell's Nobility
10905,M. E. Braddon,"Phantom Fortune, A Novel"
10907,Titus Livius,"The History of Rome; Vol II, Books 9 to 26"
1091,Thomas Carlyle,Heroes and Hero Worship
10911,Arnold Bennett,Buried Alive: A Tale of These Days
10913,Richard Le Gallienne,English Poems
10915,Uncle Philip,The Girl's Cabinet of Instructive and Moral Stories
10921,Arthur Mee & J.A. Hammerton,"The World's Greatest Books, Vol IV, Ed"
10922,Richard Le Gallienne,Young Lives
10923,Sir Owen Seaman,"Punch, Vol. 153, Aug 29, 1917, Ed"
10924,Bayard Taylor,The Lands of the Saracen
10926,Helen Hunt Jackson,Saxe Holm's Stories
10929,Robert Michael Ballantyne,The Dog Crusoe and His Master
1093,Henry James,The Beast in the Jungle
10930,Harold Bindloss,The Buccaneer Farmer
10931,John R. Bolles,"The Lullaby, With Original Engravings"
10932,Frederick Palmer,Over the Pass
10936,Margaret Burnham,The Girl Aviators' Motor Butterfly
10938,James Fenimore Cooper,The Headsman
1094,Christopher Marlowe,"Tamburlaine the Great, Part I"
10942,Stewart Edward White,The Claim Jumpers
10943,Jacques Futrelle,Elusive Isabel
10944,Samuel Hopkins Adams,From a Bench in Our Square
10948,Frank Richard Stockton,The Stories of the Three Burglars
10949,Richard Le Gallienne,The Romance of Zion Chapel 
1095,Zane Grey,The Light of Western Stars
10952,Sir Owen Seaman,"Punch, Vol. 156, Jan. 15, 1919, Ed"
10954,Margaret Burnham,The Girl Aviators' Sky Cruise
10957,Rupert Hughes,"The Love Affairs of Great Musicians, Volume 1"
10959,Elinor Glyn,The Visits of Elizabeth
1096,Jack London,The Faith of Men
10964,Sir Owen Seaman,"Punch, Vol. 156, Jan. 1, 1919, Ed"
10966,William Hope Hodgson,The Ghost Pirates
1097,George Bernard Shaw,Mrs. Warren's Profession
10973,Frank Richard Stockton,The Late Mrs. Null
10977,James Oliver Curwood,The Grizzly King
10978,Katharine Newlin Burt,Hidden Creek
1098,Booth Tarkington,"The Turmoil, A Novel"
10984,Knut Hamsun,Growth of the Soil
1099,Stewart Edward White,The Riverman
10991,Robert Leighton,Dogs and All About Them
10993,Arthur Mee & J.A. Hammerton,"The World's Greatest Books, Vol V, Ed"
10995,Charles Kingsley,"Two Years Ago, Volume II."
11,Lewis Carroll,Alice's Adventures in Wonderland
110,Thomas Hardy,Tess of the d'Urbervilles
11001,Ludwig von Beethoven,String Quartet No. 5 Opus 18
11002,Ludwig von Beethoven,"String Quartet No. 11 in F minor, Opus 95"
11003C,John Moncure Wetterau,Michelangelo's Shoulder
11004C,John Moncure Wetterau,Joe Burke's Last Stand
