id,author,bookName
22343,T. De Witt Talmage,The Wedding Ring
22346,Horace Brown Fyfe,Exile
22349,Algernon Blackwood,Audio: The Camp of the Do
2235,William Shakespeare,The Tempest
22352,Edward Stratemeyer,American Boy's Life of Theodore Roosevelt
22357,Arthur Conan Doyle,Danger! and Other Stories
22358,Ben Hecht,Erik Dorn
2236,William Shakespeare,The Two Gentlemen of Verona
22360,Mary Hastings Bradley,Audio: The Fortieth Doo
22362,G. K. Chesterton,Criticisms of the Works of Charles Dickens
22366,William Holden Hutton,The Church and the Barbarians
22369,George Bell,"Notes and Queries, Number 182, April 23, 1853, ed"
2237,William Shakespeare,The Merry Wives of Windsor
22370,Alice Turner Curtis,A Little Maid of Old Philadelphia
22371,George S. Merriam,The Chief End of Man
22372,Wilfred Thomason Grenfell,A Labrador Doctor
22376,F. B. Meyer,Love to the Uttermost
22377,Jacob Abbott,Rollo in Switzerland
2238,William Shakespeare,Measure for Measure
22380,Sir Francis Burnand,"Punch, Vol. 104, March 4, 1893, ed"
22382,Homer,The Iliad of Homer
2239,William Shakespeare,The Comedy of Errors
22390,Lawrence Perry,Prince or Chauffeur?
224,Thomas Hardy,A Pair of Blue Eyes
2240,William Shakespeare,Much ado about Nothing
22403,Gerard Manley Hopkins,Poems of Gerard Manley Hopkins
22406,William Cullen Bryant,The Little People of the Snow
22409,May Kellogg Sullivan,A Woman Who Went to Alaska
2241,William Shakespeare,Loves Labour Lost
22410,Harriet Martineau,The Crofton Boys
22411,Georgette Leblanc,The Choice of Life
22414,Henry Baerlein,"The Birth of Yugoslavia, Volume 1"
22415,Stephen Hawes,The Example of Vertu
22417,Edith B. Ordway,The Etiquette of To-day
22418,Col. Wm. C. Hunter,Dollars and Sense
22419,B.O. Flower,"The Arena, Vol. 4, No. 22, Sep 1891, ed"
2242,William Shakespeare,"A Midsummer Night,s Dream"
22420,Florence Holbrook,The Book of Nature Myths
22421,Robert Herrick,The Hesperides & Noble Numbers: Vol. 1 and 2
22423,Edward Thomas,Poems
22424,Burt L. Standish,Frank Merriwell Down South
22426,Everett B. Cole,The Players
2243,William Shakespeare,The Merchant of Venice
22431,H. Irving Hancock,Dave Darrin on Mediterranean Service
22432,I. Lilias Trotter,Parables of the Christ-life
22433,Oliver Optic,Breaking Away
22434,Arthur Scott Bailey,Audio: The Tale of Timothy Turtl
22435,Laura Lee Hope,Audio: The Story of a Stuffed Elephan
22436,Anthony Hope,Audio: The Prisoner of Zend
22437,Arnold Bennett,Audio: The Price of Lov
22438,Ambrose Bierce,Audio: The Parenticide Clu
22439,Robert W. Chambers,"Audio: The King in Yellow, Part "
2244,William Shakespeare,As you Like it
22440,O. Henry,Audio: The Gift of the Mag
22442,O. Henry,Audio: The Four Millio
22443,John Clare,"Audio: Selected Poems of John Clare, Volume "
22444,Emily Dickinson,Audio: Selected Poems of Emily Dickinso
22445,Mary Godolphin,Audio: Robinson Crusoe in Words of One Syllabl
22446,Jacob Abbott,Audio: Alexander the Great
22447,Gerard Manley Hopkins,Audio: Poems of Gerard Manley Hopkins
22448,Willa Cather,Audio: O Pioneers!
22449,Charles Dickens,Audio: No Thoroughfare
2245,William Shakespeare,The Taming of the Shrew
22450,William Dean Howells,Audio: My Mark Twain
22451,Louisa May Alcott,Audio: Jack and Jill
22453,Arnold Bennett,Audio: How to Live on Twenty-Four Hours a Day
22454,H. Rider Haggard,Audio: Heart of the World
22455,F. Marion Crawford,Adam Johnstone's Son
2246,William Shakespeare,All's well that Ends well
22461,Allen Johnson,Union and Democracy
22463,James Branch Cabell,Chivalry
22464,Joseph Altsheler,The Last of the Chiefs
22467,William Fitzgerald Jenkins,Sand Doom
2247,William Shakespeare,Twelfe-Night
22475,D. H. Lawrence,Tortoises
22477,D. H. Lawrence,Wintry Peacock
22478,Robert Keable,The Priest's Tale - PSre Etienne
2248,William Shakespeare,The Winters Tale
22480,D. H. Lawrence,The Prussian Officer
22483,Arnold Henry Savage Landor,Across Unknown South America
22486,Sir Francis Burnand,"Punch, Vol. 104, February 25, 1893, ed"
22489,Warren Hilton,Power of Mental Imagery
2249,William Shakespeare,King John
22496,Frederick Marryat,The Settlers in Canada
22497,Kirk Munroe,Cab and Caboose
225,George MacDonald,At the Back of the North Wind
2250,William Shakespeare,Richard II
2251,William Shakespeare,Henry IV Part 1
22511,Jacob Abbott,Rollo on the Rhine
22513,Mark Irvin Clifton,Sense from Thought Divide
22519,W. D. Howells,Christmas Every Day and Other Stories
2252,William Shakespeare,Henry IV Part 2
22521,Horatio Alger Jr.,Young Acrobat of the Great North American Circus
22522,Alphonse Daudet,Artists' Wives
22524,William Morrison,The Hunters
22526,Raymond F. Jones,Cubs of the Wolf
22527,Raymond King Cummings,Beyond the Vanishing Point
2253,William Shakespeare,Henry V
22530,Irvin S. Cobb,From Place to Place
22531,D. H. Lawrence,Amores
22532,Emma Speed Sampson,Mary Louise and Josie O'Gorman
22537,Finley Peter Dunne,Mr. Dooley in Peace and in War
22538,Manly Wade Wellman,The Devil's Asteroid
2254,William Shakespeare,Henry VI Part 1
22540,Harry Harrison,The K-Factor
22541,Harry Harrison,The Misplaced Battleship
22546,James Anthony Froude,The Reign of Mary Tudor
22549,Tom Godwin,Space Prison
2255,William Shakespeare,Henry VI Part 2
22554,Philip Verrill Mighels,As It Was in the Beginning
22559,Frederik Pohl,The Day of the Boomer Dukes
2256,William Shakespeare,Henry VI Part 3
22560,Damon Francis Knight,The Worshippers
22563,Sir Owen Seaman,"Punch, Vol. 104, January 28, 1914, ed"
22564,Jennie Ellis Keysor,"Great Artists, Vol 1."
22565,Horatio Alger Jr.,From Farm to Fortune
22566,L. Frank Baum,Dorothy and the Wizard in Oz
22567,E. Benjamin Andrews,"History of the United States, Volume 2 (of 6)"
22569,Walter de la Mare,The Listeners and Other Poems
2257,William Shakespeare,Richard III
22571,Burt L. Standish,Frank Merriwell's Bravery
22573,Sir Owen Seaman,"Punch, Vol. 146, February 11, 1914, ed"
22574,Charles Sumner,The Best Portraits in Engraving
22576,Sir Owen Seaman,"Punch, Vol. 146, February 18, 1914, ed"
22577,Thomas Wood,Practical Grammar and Composition
22578,Kate Douglas Wiggin,The Girl and the Kingdom
22579,Fritz Reuter Leiber,Bread Overhead
2258,William Shakespeare,Henry VIII
22583,William MacLeod Raine,The Highgrader
22585,Tom Godwin,--And Devious the Line of Duty
22589,G. L. Vandenburg,"Jubilation, U.S.A."
2259,William Shakespeare,Coriolanus
22590,Charles Louis Fontenay,Wind
22593,Hamlin Garland,The Shadow World
22595,Herbert Hayens,At the Point of the Sword
22596,James Judson Harmon,Measure for a Loner
2260,William Shakespeare,Titus Andronicus
22600,Edwin A. Abbott,How to Write Clearly
22601,Horatio Hale,Hiawatha and the Iroquois Confederation
22602,Sir Owen Seaman,"Punch, Vol. 150, January 5, 1916, ed"
22607,William Roberts,The Book-Hunter in London
2261,William Shakespeare,Romeo and Juliet
22610,Owen Seaman,"Punch, Vol. 150, January 19, 1916, ed"
22612,Sir Owen Seaman,"Punch, Vol. 150, January 26, 1916, ed"
22619,George Haven Putnam,International Copyright
2262,William Shakespeare,Timon of Athens
22623,William Morrison,Divinity
22624,George Bell,"Notes and Queries, Number 52, October 26, 1850, ed"
22625,George Bell,"Notes and Queries, Number 67, February 8, 1851, ed"
22629,Edward Elmer Smith,The Vortex Blaster
2263,William Shakespeare,Julius Caesar
22638,Eugene O'Neill,The Straw
22639,George Bell,"Notes and Queries, Number 68, February 15, 1851, ed"
2264,William Shakespeare,Macbeth
22645,Sir Francis Burnand,"Punch, Vol. 104, March 18, 1893, ed"
22646,Edward S. Ellis,The Hunters of the Ozark
2265,William Shakespeare,Hamlet
22650,William Morris,The Defence of Guenevere and Other Poems
22651,Stephen Leacock,The Unsolved Riddle of Social Justice
22652,Jane L. Stewart,A Campfire Girl's Test of Friendship
22654,William Le Queux,The Doctor of Pimlico
22656,Samuel Rutherford Crockett,Red Cap Tales
2266,William Shakespeare,King Lear
22660,Theophile Gautier,King Candaules
22661,Theophile Gautier,Clarimonde
22662,Theophile Gautier,The Mummy's Foot
22664,Wilhelm Hauff,The Severed Hand
22665,Berthold Auerbach,Christian Gellert's Last Christmas
22666,Holman Day,The Rainy Day Railroad War
22667,Holman Day,Joan of Arc of the North Woods
22669,"Horatio Alger, Jr.",The Young Miner
2267,William Shakespeare,Othello
22671,Sir Francis Burnand,"Punch, Vol. 104, April 8, 1893, ed"
22672,Sir Owen Seaman,"Punch, Vol. 150, January 12, 1916, ed"
22674,G. Harvey Ralphson,Boy Scouts on Hudson Bay
22675,Alice Morse Earle,Home Life in Colonial Days
22676,E. Benjamin Andrews,"History of the United States, Vol. 4"
2268,William Shakespeare,The Tragedie of Anthony and Cleopatra
22680,James Russell Lowell,The Biglow Papers
22681,Abraham Lincoln,The Life and Public Service of Zachary Taylor
22687,Sir Owen Seaman,"Punch, Vol. 150, March 1, 1916, ed"
22688,Sir Owen Seaman,"Punch, Vol. 150, March 29, 1916, ed"
22689,Harry Furniss,"The Confessions of a Caricaturist, Vol 2 (of 2)"
2269,William Shakespeare,Cymbeline
22691,Sir Francis Burnand,"Punch, Vol. 104, March 11, 1893, ed"
22692,Walt Mason,Rippling Rhymes
22695,Publius Terentius Afer,The Comedies of Terence
22696,Rupert Hughes,Colonel Crockett's Co-operative Christmas
22697,Sir Owen Seaman,"Punch, Vol. 150, February 23, 1916, ed"
22698,Sir Francis Burnand,"Punch, Vol. 104, April 1, 1893, ed"
22699,Christopher Morley,Pipefuls
2270,William Shakespeare,The Complete Shakespeare's First Folio 
22701,Edward Bellamy,The Blindman's World
22702,Edward Bellamy,An Echo Of Antietam
22703,Edward Bellamy,Hooking Watermelons
22704,Edward Bellamy,To Whom This May Come
22705,Edward Bellamy,A Summer Evening's Dream
22706,Edward Bellamy,Two Days' Solitary Imprisonment
22707,Edward Bellamy,Potts's Painless Cure
22708,Edward Bellamy,A Positive Romance
22709,Edward Bellamy,At Pinney's Ranch
22710,Edward Bellamy,The Old Folks' Party
22711,Edward Bellamy,A Love Story Reversed
22712,Edward Bellamy,Lost
22713,Edward Bellamy,With The Eyes Shut
22714,Edward Bellamy,Deserted
22715,Edward Bellamy,The Cold Snap
22717,Duncan Campbell Scott,Lundy's Lane and Other Poems
22720,William Le Queux,The Minister of Evil
22724,Sir Francis Burnand,"Punch, Vol. 104, March 25, 1893, ed"
22725,Sir Owen Seaman,"Punch, Vol. 158, March 31, 1920, ed"
22726,D. H. Lawrence,New Poems
22728,Charles Darwin,The Foundations of the Origin of Species
2273,Victor Appleton,Tom Swift and his Motor-boat
22732,Edward Thomas,Last Poems
22733,John Spargo,Socialism
22734,D. H. Lawrence,Bay
22735,William T. Stead,King of the Jews
22737,Frank R. Stockton,John Gayther's Garden and the Stories Told Therein
22739,Swami Panchadasi,The Human Aura
2274,Arnold Bennett,How to Live on 24 Hours a Day
22743,Alice B. Emerson,Ruth Fielding and the Gypsies
22744,Bessie Marchant,The Adventurous Seven
22745,Joseph Crosby Lincoln,Fair Harbor
22747C,Sam Vaknin,Financial Crime and Corruption
2275,James Fenimore Cooper,The Pioneers
22752,William MacLeod Raine,The Pirate of Panama
22759,Jules Verne,The English at the North Pole
2276,James Hogg,The Private Memoirs and Confessions of A Justified Sinner
22763,Gordon Randall Garrett,Suite Mentale
22766,J. S. Zerbe,Electricity for Boys
22767,Gordon Randall Garrett and Laurence Mark Janifer,Pagan Passions
2277,Bret Harte,Condensed Novels
22771,Robert Jennings,Cattle and Their Diseases
22777,E. Benjamin Andrews,"History of the United States, Volume 5"
2278,Bret Harte,New Burlesques
22782,Paul Carus,The Buddha
22785,General Sir John Adye,Audio: Indian Frontier Policy
22787,Louisa May Alcott,Audio: Little Men
2279,Bret Harte,A Waif of the Plains
22791,William Shakespeare,King Henry the Fifth
22793,George P. Upton,The Standard Oratorios
22794,Walter Runciman,The Shellback's Progress
22796,Tyrone Power,"Impressions of America, Vol. I "
22797,John Morley,"Diderot and the Encyclop`dists, Vol. II"
22799,James Baikie,Peeps at Many Lands: Ancient Egypt
228,Virgil,The Aeneid
2280,Bret Harte,A Millionaire of Rough-and-Ready
22800,Elizabeth Robins Pennell,Mary Wollstonecraft
22803,Maurice Hewlett,Helen Redeemed and Other Poems
22804,Eleanor Gates,Apron-Strings
22805,Sir Owen Seaman,"Punch, Vol. 150, March 22, 1916, ed"
22806,Anna Katharine Green (Mrs. Charles Rohlfs),The Bronze Hand
22807,Anna Katharine Green (Mrs. Charles Rohlfs),A Difficult Problem
22808,Anna Katharine Green (Mrs. Charles Rohlfs),The Gray Madam
22809,Anna Katharine Green (Mrs. Charles Rohlfs),Hermit Of ------ Street
2281,Bret Harte,The Heritage of Dedlow Marsh and Other Tales
22810,Anna Katharine Green (Mrs. Charles Rohlfs),Midnight In Beauchamp Row
22811,Anna Katharine Green,The Staircase At The Hearts Delight
22816,Thornton W. Burgess,The Adventures of Buster Bear
22818,Oliver Herford,An Alphabet of Celebrities
22821,Newell Dwight Hillis,The Blot on the Kaiser's 'Scutcheon
22825,Oliver Herford,The Smoker's Year Book
22827,Anna Balmer Myers,Patchwork
2283,Richard Harding Davis,The Lost Road
22832,Hartley Withers,The Cathedral Church of Canterbury 
22833,Archibald Lampman,Alcyone
22835,Mary Russell Mitford,The London Visitor
22836,Mary Russell Mitford,Town Versus Country
22837,Mary Russell Mitford,The Lost Dahlia
22838,Mary Russell Mitford,Country Lodgings
22839,Mary Russell Mitford,Jesse Cliffe
2284,Ernest Thompson Seton,Animal Heroes
22840,Mary Russell Mitford,Honor O'Callaghan
22841,Mary Russell Mitford,"Mr. Joseph Hanson, The Haberdasher"
22842,Mary Russell Mitford,The Widow's Dog
22843,Mary Russell Mitford,Aunt Deborah
22844,Mary Russell Mitford,"Miss Philly Firkin, The China-Woman"
22845,Mary Russell Mitford,The Beauty Of The Village
22846,Mary Russell Mitford,The Ground-Ash
22848,Dhan Gopal Mukerji,Sandhya
22849,John West,"The History of Tasmania, Volume II (of 2)"
2285,William MacLeod Raine,Ridgway of Montana
2286,Bret Harte,Devil's Ford
22865,John Morley,Critical Miscellanies 
22866,Alan Edward Nourse,An Ounce of Cure
22867,Alan Edward Nourse,Meeting of the Board
22869,Alan Edward Nourse,The Dark Door
22871,Charles Warren Stoddard,Over the Rocky Mountains to Alaska
22872,Anne Warner,Susan Clegg and a Man in the House
22873,Sir Owen Seaman,"Punch, Vol. 150, April 5, 1916, ed"
22874,Burt L. Standish,Frank Merriwell's Pursuit
22875,Alan Edward Nourse,Circus
22876,Alan Edward Nourse,The Link
22877,George Borrow ],"Lavengro, Vol. 1 "
22878,George Borrow ],"Lavengro, Vol. 2 "
22879,F. Marion Crawford,Paul Patoff
2288,Maxim Gorky,Through Russia
22880,Thomas Perkins,Bell's Cathedrals: A Short Account of Romsey Abbey
22881,Alan Edward Nourse,My Friend Bobby
22882,Alan Edward Nourse,Image of the Gods
22883,Rosa Nouchette Carey,Doctor Luttrell's First Patient
22888,Kate Greenaway,Under the Window
2289,Henrik Ibsen,Rosmersholm
22890,Stanley Grauman Weinbaum,The Worlds of If
22892,Everett B. Cole,The Best Made Plans
22893,Stanley Grauman Weinbaum,Pygmalion's Spectacles
22895,Stanley Grauman Weinbaum,The Point of View
22897,Stanley Grauman Weinbaum,The Ideal
22904,Margaret Widdemer,I've Married Marjorie
22905,Sir Owen Seaman,"Punch, Vol. 158, April 7, 1920, ed"
22906,Charles King,A War-Time Wooing
2291,George MacDonald,David Elginbrod
22912,Dorothy Whitehill,Phyllis
22913,Charles Carleton Coffin,Winning His Way
22914,Robert Boyle,The Sceptical Chymist
2292,Max Beerbohm,Yet Again
22924,Alan Douglas,Pathfinder
22938,Margaret Vandercook,The Camp Fire Girls in the Outside World
22939,Charles G. Leland,The Gypsies
22940,Sir Owen Seaman,"Punch, Vol. 146, April 15, 1914, ed"
22941,Sir Owen Seaman,"Punch, Vol. 150, May 3, 1916, ed"
22942,Emily Sarah Holt,Clare Avery
22943,John Meade Falkner,The Nebuly Coat
22944,W.H.G. Kingston,"The History of Little Peter, the Ship Boy"
22946,Eleanor Hallowell Abbott,Audio: The Indiscreet Letter
22947,Eleanor Hallowell Abbott,"Audio: Peace On Earth, Good-Will To Dogs"
22948,Morgan Scott,Rival Pitchers of Oakdale
22949,Sherwood Anderson,"Audio: Winesburg, Ohio"
2295,O. Henry,Waifs and Strays
22951,Victor Appleton,Audio: Tom Swift and His Aerial Warship
22952,Victor Appleton,Audio: Tom Swift in the Land of Wonders
22953,Jane Austen,Audio: Lady Susan
22954,Jane Austen,Audio: Love and Freindship
22956,Jacob Abbott,Rollo in Paris
22957,Sir Owen Seaman,"Punch, Vol. 158, April 14, 1920, ed"
22958,James Benjamin Blish,One-Shot
2296,Henrik Ibsen,Pillars of Society
22961,Charles Garvice,"Nell, of Shorne Mills"
22962,Jane Austen,Audio: Mansfield Park
22963,Jane Austen,Audio: Persuasion
22964,Jane Austen,Audio: Sense and Sensibility
22965,Hudson Stuck,Ten Thousand Miles with a Dog Sled
22966,Henry Maxwell Dempsey,Toy Shop
22967,Algirdas Jonas Budrys,The Stoker and the Stars
2297,Bret Harte,Snow-Bound at Eagle's
22972,Jacob Abbott,Rollo in Holland
22974,Joseph Harris,The City Bride
22978,Francis Bacon,Audio: The Essays of Francis Bacon
22979,Arthur Scott Bailey,Audio: The Tale of Peter Mink
22980,R.M. Ballantyne,Audio: The Golden Dream
22981,Honore de Balzac,Audio: Letters of Two Brides
22982,Eleanor Hallowell Abbott,Audio: Little Eve Edgarton
22983,Eleanor Hallowell Abbott,Audio: Molly Make-Believe
22984,J. M. Barrie,Audio: Peter Pan
22985,Beard & Beard,"Audio: History of the United States, Vol. 1"
22986,Beard & Beard,"Audio: History of the United States, Vol. II"
22988,Sir Owen Seaman,"Punch, Vol. 150, March 15, 1916, ed"
22989,Sir Owen Seaman,"Punch, Vol. 146, April 1, 1914, ed"
2299,Henry James,Pandora
22991,G. Harvey Ralphson,Boy Scouts Mysterious Signal
22992,Sir Owen Seaman,"Punch, Vol. 150, May 10, 1916, ed"
22993,Sir Owen Seaman,"Punch, Vol. 150, March 8, 1916, ed"
22995,Pemberton Ginther,Miss Pat at School
22996,Edward Stratemeyer,The Rover Boys on Snowshoe Island
22997,Alan Edward Nourse,Second Sight
22998,Harriet T. Comstock,Janet of the Dunes
22999,L. Allen Harker,The Ffolliots of Redmarley
23,Frederick Douglass,The Narrative of the Life of Frederick Douglass
230,Virgil,The Bucolics and Eclogues
2300,Charles Darwin,The Descent of Man
23000,Anthony Trollope,Orley Farm
23001,Heman White Chaplin,By The Sea
23002,Heman White Chaplin,Saint Patrick
23003,Heman White Chaplin,The New Minister's Great Opportunity
23004,Heman White Chaplin,In Madeira Place
23005,Heman White Chaplin,Eli
23006,Heman White Chaplin,Five Hundred Dollars
23007,Heman White Chaplin,The Village Convict
23008,Frank Harris,The Sheriff And His Partner
23009,Frank Harris,A Modern Idyll
2301,Charles Reade,A Simpleton
23010,Frank Harris,"Gulmore, The Boss"
23011,Frank Harris,Eatin' Crow; and The Best Man In Garotte
23012,Frank Harris,Elder Conklin
23013,Thomas Nelson Page,"""George Washington's"" Last Duel"
23014,Thomas Nelson Page,"""A Soldier Of The Empire"""
23015,Thomas Nelson Page,"""Run To Seed"""
23016,Thomas Nelson Page,P'laski's Tunament
23017,Thomas Nelson Page,Elsket
2302,Fyodor Dostoyevsky,Poor Folk
23022,L. T. Meade,Red Rose and Tiger Lily
23023,George Bell,"Notes and Queries, Number 201, September 3, 1853, ed"
23024,Guy Wetmore Carryl,Grimm Tales Made Gay
23026,Edward S. Ellis,The Phantom of the River
23027,George Bell,"Notes and Queries, Number 69, February 22, 1851, ed"
23028,John Keith Laumer,Greylorn
2303,Adelaide Anne Procter,Legends and Lyrics: First Series
23030,William Dean Howells,Buying a Horse
23032,Sir Owen Seaman,"Punch, Vol. 146, April 8, 1914, ed"
23033,William Cleaver Wilkinson,Classic French Course in English
23036,H. Irving Hancock,Dave Darrin After The Mine Layers
23038,S. D. Gordon,Quiet Talks on the Crowned Christ of Revelation
2304,Adelaide Anne Procter,Legends and Lyrics: Second Series
23042,William Shakespeare ],The Tempest
23043,William Shakespeare ],Two Gentlemen of Verona
23044,William Shakespeare,The Merry Wives of Windsor
23045,William Shakespeare,Measure for Measure
23046,William Shakespeare,The Comedy of Errors
23048,W.H.G. Kingston,Adrift in a Boat
23049,W.H.G. Kingston,Old Jack
2305,Joseph Conrad,A Set of Six
23050,W.H.G. Kingston,Peter Biddulph
23051,William H. G. Kingston,The Two Shipmates
23052,W.H.G. Kingston,Our Soldiers
23055,Anton Chekhov,The Slanderer
23056,Ivan Turgenev,The Rendezvous
23057,Prosper Merimee,How The Redoubt Was Taken
23059,A. Conan Doyle,My Friend The Murderer
23060,Honore De Balzac,The Unknown Masterpiece
23061,Arthur Schnitzler,The Dead Are Silent
23064,Sir Owen Seaman,"Punch, Vol. 150, June 7, 1916, ed"
23067,W.H.G. Kingston,Stories of Animal Sagacity
23068,W.H.G. Kingston,My First Cruise
23069,W.H.G. Kingston,Janet McLaren
2307,Joseph C. Lincoln,The Depot Master
23070,W.H.G. Kingston,Clara Maynard
23071,W.H.G. Kingston,The Rival Crusoes
23072,W.H.G. Kingston,"The Voyage of the ""Steadfast"""
23073,W.H.G. Kingston,Villegagnon
23074,W.H.G. Kingston,A Voyage round the World
23075,L. Frank Baum,Audio: Ozma of Oz
23076,L. Frank Baum,Audio: Tik-Tok of Oz
23078,Anne Austin,Audio: Murder at Bridge
23079,Elizabeth Barrett Browning,Audio: Sonnets from the Portugese
2308,Alexander Whyte,"Bunyan Characters, Third Series"
23080,Ambrose Bierce,Audio: The Devil's Dictionary
23081,Ambrose Bierce,Audio: Present at a Hanging and Other Ghost Stories
23084,Mary Elizabeth Braddon,Audio: Lady Audley's Secret
23085,Marion Zimmer Bradley,Audio: The Colors of Space
23087,Sir Owen Seaman,"Punch, Vol. 146, March 18, 1914, ed"
23088,Lawrence Beesley,Audio: The Loss of the S. S. Titanic
2309,John Galsworthy,The Freelands
23096,J. Wilbur Chapman,And Judas Iscariot
2310,Bret Harte,In the Carquinez Woods
23100,Augustus De Morgan,"A Budget of Paradoxes, Volume I "
23102,Horace Brown Fyfe,This World Must Die!
23103,Roger Dee,Traders Risk
23104,Evelyn E. Smith,The Blue Tower
23106,Caroline Lee Hentz,Helen and Arthur
23108,"Horatio Alger, Jr",Chester Rand
2311,Tobias Smollett,Travels through France & Italy
23111,James Whitcomb Riley,Songs of Friendship
23112,Amy Walton,"The Kitchen Cat, and other Tales"
23113,Handley C. G. Moule,To My Younger Brethren
23114,Amy Walton,Our Frank
23115,Harriet Martineau,The Billow and the Rock
23116,Alice B. Emerson,Ruth Fielding Down East
23118,Harry Collingwood,A Chinese Command
23119,Emily Sarah Holt,A Forgotten Hero
23120,Emily Sarah Holt,The King's Daughters
23121,Emily Sarah Holt,Our Little Lady
23122,Emily Sarah Holt,The Well in the Desert
23124,Mrs. George de Horne Vaizey,The Lady of the Basement Flat
23125,Mrs George de Horne Vaizey,The Love Affairs of Pixie
23126,Frederic W. Farrar,"Eric, or Little by Little"
23128,George Manville Fenn,The King's Esquires
23129,Mayne Reid,The Young Voyageurs
23130,Amy Walton,"Black, White and Gray"
23131,Harriet Martineau,Principle and Practice
23132,Grace Livingston Hill,Marcia Schuyler
23136,Rabindranath Tagore,Creative Unity
23137,Frederick Marryat (a.k.a. Captain Marryat),"Diary in America, Series One"
23138,Frederick Marryat (a.k.a. Captain Marryat),"Diary in America, Series Two"
23139,Frederick Marryat (a.k.a. Captain Marryat),Olla Podrida
23140,Mayne Reid,The Death Shot
23141,John Conroy Hutcheson,The Island Treasure
23142,Harry Collingwood,In Search of El Dorado
23144,Mayne Reid,The War Trail
23148,Frank Banta,Droozle
2315,Kate Douglas Wiggin,The Flag-raising
23150,Louis Tracy,The Albert Gate Mystery
23154,Horace Annesley Vachell,The Hill
2316,James Lane Allen,The Choir Invisible
23161,Raphael Aloysius Lafferty,"Sodom and Gomorrah, Texas"
23162,Fritz Reuter Leiber,No Great Magic
23163,Rudyard Kipling,The Eyes of Asia
23164,Fritz Reuter Leiber,The Creature from Cleveland Depths
23165,J. T. Trowbridge,The Man Who Stole A Meeting-House
23166,Bayard Taylor,Who Was She?
23168,W. H. H. Murray,A Ride With A Mad Horse In A Freight-Car
2317,Richard Jefferies,The Story of My Heart
23171,Edwin Lefevre,The Tipster
23172,Ambrose Bierce,The Damned Thing
23173,Alfred Henry Lewis,How The Raven Died
23174,Hjalmar Hjorth Boyesen,A Good-For-Nothing
23176,Elia W. Peattie,A Michigan Man
23177,W. C. Morrow,The Inmate Of The Dungeon
2318,Honore de Balzac,"Droll Stories, Vol. 2"
23183,Edmund Flagg,Edmond Dantes
23184,Edmund Flagg,Monte-Cristo's Daughter
23187,Emily Sarah Holt,Mistress Margery
23188,William H. G. Kingston,Michael Penguyne
23189,W.H.G. Kingston,The Lily of Leyden
23190,W.H.G. Kingston,Mary Liddiard
23191,W.H.G. Kingston,Count Ulrich of Lindburg
23192,Edwin L. Sabin,Gold Seekers of '49
23193,Mayne Reid,The White Chief
23196,Christopher Morley,Songs for a Little House
23197,Dallas McCord Reynolds,Subversive
23198,Gordon Randall Garrett,With No Strings Attached
232,Virgil,The Georgics
23204,George Bell,"Notes and Queries, Number 70, March 1, 1851, ed"
23205,George Bell,"Notes and Queries, Number 71, March 8, 1851, ed"
23208,Helen Beecher Long,How Janice Day Won
23209,Thomas Carlyle,The Life of Friedrich Schiller
23210,Frank Patrick Herbert,Missing Link
23212,George Bell,"Notes and Queries, Number 72, March 15, 1851, ed"
23213,Howard R. Garis,Uncle Wiggily and Old Mother Hubbard
23215,Opie Read,Old Ebenezer
23218,H. G. Wells,The Red Room
23219,Anatole France,Putois
2322,Wilhelm Busch,Hans Huckebein
23222,Emile Zola,The Fete At Coqueville
23225,George Bell,"Notes and Queries, Number 73, March 22, 1851, ed"
23229,Oscar Wilde,For Love of the King
23232,Robert F. Young,The Servant Problem
23233,Mary Wollstonecraft,Posthumous Works
23234,Olive Tilford Dargan,Semiramis and Other Plays
23235,George Bell,"Notes and Queries, Number 197, August 6, 1853, ed"
23241,John Henry Jowett,My Daily Meditation for the Circling Year
23242,Frank H. Spearman,Laramie Holds the Range
23244,Caroline Lockhart,The Dude Wrangler
23246,Temple Bailey,Mistress Anne
23247,Mary Hartwell Catherwood,The Cursed Patois
23248,Mary Hartwell Catherwood,The Black Feather
23249,Mary Hartwell Catherwood,The Blue Man
23250,Mary Hartwell Catherwood,The Skeleton On Round Island
23251,Mary Hartwell Catherwood,Marianson
23252,Mary Hartwell Catherwood,The Indian On The Trail
23253,Mary Hartwell Catherwood,The Mothers Of Honor
23254,Mary Hartwell Catherwood,The Cobbler In The Devil's Kitchen
23255,Mary Hartwell Catherwood,A British Islander
23256,Mary Hartwell Catherwood,"The King Of Beaver, and Beaver Lights"
2326,Booth Tarkington,His Own People
23260,W.H.G. Kingston,The Two Whalers
23261,Egerton Ryerson Young,Oowikapun
23262,R.M. Ballantyne,Chasing the Sun
23263,R.M. Ballantyne,The Fugitives
23264,Harriet Martineau,The Settlers at Home
23265,Harriet Martineau,The Crofton Boys
23267,R.M. Ballantyne,The Cannibal Islands
23268,Mayne Reid,The Scalp Hunters
23269,W.H.G. Kingston,The Heir of Kilfinnan
2327,Henry James,Some Short Stories
23270,Egerton Ryerson Young,On the Indian Trail
23271,R.M. Ballantyne,Sunk at Sea
23272,R.M. Ballantyne,The Story of the Rock
23273,W.H.G. Kingston,John Deane of Nottingham
23274,R.M. Ballantyne,Lost in the Forest
23275,Harriet Martineau,The Peasant and the Prince
23276,Emily Sarah Holt,The White Rose of Langley
